gene_name	gene_biotype
ZC3H7A	protein_coding
Metazoa_SRP	misc_RNA
RP11-486I11.2	lincRNA
BCAR4	lincRNA
RSL1D1	protein_coding
RP11-166B2.8	antisense
GSPT1	protein_coding
RP11-166B2.3	sense_intronic
COX6CP1	processed_pseudogene
RP11-166B2.5	antisense
AC007216.1	miRNA
RP11-166B2.9	unprocessed_pseudogene
RP11-166B2.1	protein_coding
TNFRSF17	protein_coding
UBL5P4	processed_pseudogene
SNX29	protein_coding
RP11-166B2.7	antisense
RPS23P6	processed_pseudogene
RP11-276H1.3	antisense
RP11-276H1.2	antisense
ACA64	snoRNA
RP11-165M1.3	antisense
RP11-165M1.2	sense_intronic
RP11-165M1.1	TEC
RP11-552C15.1	sense_intronic
CTD-3037G24.4	antisense
CTD-3037G24.3	antisense
CTD-3037G24.5	lincRNA
CPPED1	protein_coding
MIR4718	miRNA
CTD-2583P5.1	antisense
CTD-2583P5.3	antisense
SNORA27	snoRNA
RP11-14K2.1	processed_pseudogene
SHISA9	protein_coding
AC092380.1	miRNA
AC009134.1	antisense
U91319.1	lincRNA
AC003009.1	antisense
TMF1P1	processed_pseudogene
U95743.1	lincRNA
ERCC4	protein_coding
RPS26P52	processed_pseudogene
CTD-2135D7.2	antisense
CTD-2135D7.3	lincRNA
CTD-2135D7.5	lincRNA
CTD-2135D7.4	lincRNA
MKL2	protein_coding
CTA-276F8.1	lincRNA
CTA-276F8.2	antisense
TVP23CP2	processed_pseudogene
Y_RNA	misc_RNA
MIR193BHG	lincRNA
MIR193B	miRNA
MIR365A	miRNA
RP11-65J21.1	lincRNA
RP11-65J21.4	lincRNA
PARN	protein_coding
RN7SL694P	misc_RNA
BFAR	protein_coding
RNU7-125P	snRNA
PLA2G10	protein_coding
RP11-82O18.2	antisense
NPIPA3	protein_coding
RP11-719K4.3	unprocessed_pseudogene
RP11-719K4.6	antisense
NPIPA2	protein_coding
NPIPA1	protein_coding
RP11-680G24.1	unprocessed_pseudogene
ABCC6P2	transcribed_unprocessed_pseudogene
NOMO1	protein_coding
RP11-719K4.7	processed_pseudogene
MIR3179-1	lincRNA
MIR3179-1	miRNA
MIR3670-1	miRNA
MIR3180-1	lincRNA
MIR3180-1	miRNA
RP11-958N24.1	transcribed_unprocessed_pseudogene
Y_RNA	misc_RNA
MIR6511A1	miRNA
MIR6770-1	miRNA
RP11-680G24.7	unprocessed_pseudogene
PDXDC1	protein_coding
RP11-680G24.4	processed_pseudogene
MIR1972-1	miRNA
RP11-680G24.6	antisense
NTAN1	protein_coding
RRN3	protein_coding
RP11-72I8.1	antisense
NPIPP1	transcribed_unprocessed_pseudogene
PKD1P6	processed_transcript
PKD1P6	transcribed_unprocessed_pseudogene
AC139256.1	miRNA
MIR6511B2	miRNA
Y_RNA	misc_RNA
MIR3180-4	miRNA
MIR3180-4	lincRNA
AC126763.1	miRNA
RP11-72I8.2	unprocessed_pseudogene
NPIPA5	protein_coding
RP11-1021N1.1	protein_coding
MPV17L	protein_coding
C16orf45	protein_coding
KIAA0430	protein_coding
CTB-193M12.1	antisense
MIR6506	miRNA
NDE1	protein_coding
MIR484	miRNA
CTB-193M12.3	sense_intronic
CTB-193M12.5	lincRNA
MYH11	protein_coding
AF001548.5	antisense
AF001548.6	antisense
AF001548.3	TEC
FOPNL	protein_coding
RNU6-213P	snRNA
CTA-972D3.2	antisense
RPL15P20	processed_pseudogene
ABCC1	protein_coding
RPL17P40	processed_pseudogene
ABCC6	protein_coding
RP11-517A5.7	antisense
NOMO3	protein_coding
RP11-517A5.6	processed_pseudogene
RP11-517A5.5	antisense
MIR3179-2	miRNA
MIR3670-2	miRNA
MIR3180-2	lincRNA
MIR3180-2	miRNA
PKD1P1	unprocessed_pseudogene
Y_RNA	misc_RNA
AC138969.4	protein_coding
MIR6511A2	miRNA
MIR6770-2	miRNA
RP11-958N24.4	unprocessed_pseudogene
RP11-958N24.2	unprocessed_pseudogene
MIR6511A3	miRNA
AC138969.1	miRNA
NPIPA7	protein_coding
RP11-467M13.2	unprocessed_pseudogene
RP11-467M13.3	processed_pseudogene
RP11-14N9.2	lincRNA
AC092326.1	miRNA
RP11-14N9.1	TEC
RP11-419L9.1	processed_pseudogene
CTD-2576D5.1	TEC
CTD-2576D5.3	unprocessed_pseudogene
CTD-2576D5.2	processed_pseudogene
XYLT1	protein_coding
CTD-2576D5.4	antisense
RP11-1102P22.3	TEC
RP11-1102P22.1	TEC
RP11-1102P22.2	TEC
RP11-567P19.1	sense_intronic
RP11-916L7.1	lincRNA
CTD-3229J4.1	lincRNA
RPL7P47	processed_pseudogene
CTA-481E9.4	lincRNA
CTA-481E9.2	TEC
CTA-481E9.3	lincRNA
RP11-164A6.1	processed_pseudogene
CTD-2036A2.1	TEC
AC126755.3	miRNA
RP11-1212A22.7	unprocessed_pseudogene
NPIPA8	protein_coding
RP11-1212A22.1	transcribed_unprocessed_pseudogene
AC126755.1	miRNA
MIR6511A4	miRNA
RP11-1212A22.8	unprocessed_pseudogene
RP11-1212A22.4	protein_coding
PKD1P5	transcribed_unprocessed_pseudogene
MIR6770-3	miRNA
AC126755.2	miRNA
Y_RNA	misc_RNA
MIR3180-3	lincRNA
MIR3180-3	miRNA
MIR3670-3	miRNA
MIR3179-3	lincRNA
MIR3179-3	miRNA
NOMO2	protein_coding
MIR3670-4	miRNA
MIR3179-4	miRNA
RP11-457I16.4	processed_pseudogene
RP11-457I16.2	lincRNA
ABCC6P1	transcribed_unprocessed_pseudogene
AC138811.1	miRNA
RPS15A	protein_coding
RP11-1035H13.3	protein_coding
ARL6IP1	protein_coding
RP11-1035H13.2	antisense
SMG1	protein_coding
CTD-2288F12.1	antisense
AC092287.1	miRNA
TMC7	protein_coding
RNU6-1340P	snRNA
RP11-626G11.5	antisense
RP11-626G11.1	lincRNA
COQ7	protein_coding
RP11-626G11.4	lincRNA
RP11-626G11.6	lincRNA
ITPRIPL2	protein_coding
CTD-2349B8.1	protein_coding
RP11-626G11.3	antisense
SYT17	protein_coding
CLEC19A	protein_coding
AC003003.5	sense_intronic
CTA-363E6.1	sense_intronic
CTA-363E6.2	lincRNA
CTA-363E6.3	TEC
TMC5	protein_coding
CTA-363E6.5	antisense
CTA-363E6.6	antisense
RNU4-46P	snRNA
CTA-363E6.7	antisense
GDE1	protein_coding
CTA-363E6.8	TEC
CCP110	protein_coding
C16orf62	protein_coding
AC002550.6	antisense
KNOP1	protein_coding
AC002550.5	antisense
IQCK	protein_coding
CTD-2380F24.1	antisense
LARP7P2	processed_pseudogene
GPRC5B	protein_coding
AC134300.1	miRNA
GPR139	protein_coding
RP11-204E4.4	processed_pseudogene
RP11-204E4.3	lincRNA
SNRPEP3	processed_pseudogene
GP2	protein_coding
UMOD	protein_coding
PDILT	protein_coding
RP11-429K17.1	antisense
ACSM5	protein_coding
CTD-2194A8.2	antisense
ACSM2A	protein_coding
CTD-3076M17.1	TEC
ACSM2B	protein_coding
RP11-143N13.2	lincRNA
ACSM5P1	unprocessed_pseudogene
ACSM3	protein_coding
RP11-143N13.4	unprocessed_pseudogene
RP11-143N13.3	unprocessed_pseudogene
ACSM1	protein_coding
THUMPD1	protein_coding
AC004381.7	antisense
ERI2	protein_coding
RNU6-944P	snRNA
AC004381.6	protein_coding
U4atac	snRNA
DCUN1D3	protein_coding
LYRM1	protein_coding
DNAH3	protein_coding
CTC-508F8.1	antisense
TMEM159	protein_coding
AF001550.7	antisense
ZP2	protein_coding
ANKS4B	protein_coding
CRYM	protein_coding
CRYM-AS1	lincRNA
CTD-2547E10.3	unprocessed_pseudogene
SNX29P1	unprocessed_pseudogene
CTD-2547E10.5	unprocessed_pseudogene
NPIPB3	protein_coding
AC008740.1	miRNA
SMG1P3	transcribed_unprocessed_pseudogene
MIR3680-1	miRNA
SLC7A5P2	transcribed_processed_pseudogene
CTB-31N19.5	lincRNA
CTB-31N19.2	unprocessed_pseudogene
CTB-31N19.4	processed_pseudogene
SCARNA6	scaRNA
METTL9	protein_coding
CTB-31N19.3	sense_intronic
IGSF6	protein_coding
RNU6-1005P	snRNA
RNU6-196P	snRNA
OTOA	protein_coding
RP11-645C24.5	lincRNA
RRN3P1	transcribed_unprocessed_pseudogene
RP11-645C24.6	unprocessed_pseudogene
NPIPB4	protein_coding
AC092375.1	miRNA
SMG1P4	transcribed_unprocessed_pseudogene
RP11-645C24.4	unprocessed_pseudogene
CTD-2649C14.2	processed_transcript
UQCRC2	protein_coding
PDZD9	protein_coding
CTD-2649C14.1	processed_pseudogene
CTD-2649C14.3	antisense
C16orf52	protein_coding
RP11-101E7.2	antisense
VWA3A	protein_coding
SDR42E2	protein_coding
EEF2K	protein_coding
RP11-141O15.1	antisense
POLR3E	protein_coding
CDR2	protein_coding
RP11-21M24.3	antisense
RP11-21M24.2	antisense
MFSD13B	unitary_pseudogene
RRN3P3	transcribed_unprocessed_pseudogene
SMG1P1	transcribed_unprocessed_pseudogene
NPIPB5	protein_coding
AC106788.1	miRNA
RP11-368J21.4	unprocessed_pseudogene
RP11-368J21.3	transcribed_unprocessed_pseudogene
RP11-105C19.2	lincRNA
RP11-105C19.1	lincRNA
HS3ST2	protein_coding
RP11-20G6.2	lincRNA
USP31	protein_coding
RP11-20G6.3	3prime_overlapping_ncrna
RP11-20G6.1	TEC
SCNN1G	protein_coding
CTC-391G2.1	antisense
SCNN1B	protein_coding
COG7	protein_coding
RN7SKP23	TEC
SNORA75	snoRNA
CTD-2270L9.2	sense_intronic
CTD-2270L9.4	lincRNA
GGA2	protein_coding
AC002400.1	processed_pseudogene
EARS2	protein_coding
SUB1P4	processed_pseudogene
UBFD1	protein_coding
CTD-2196E14.6	sense_intronic
CTD-2196E14.7	TEC
NDUFAB1	protein_coding
PALB2	protein_coding
CTD-2196E14.3	antisense
DCTN5	protein_coding
CTD-2196E14.9	3prime_overlapping_ncrna
PLK1	protein_coding
CTD-2196E14.5	antisense
ERN2	protein_coding
CTD-2196E14.8	TEC
CTD-2385L22.1	antisense
CTD-2385L22.2	TEC
CHP2	protein_coding
PRKCB	protein_coding
CTA-345G4.1	TEC
CTA-113A6.1	TEC
MIR1273H	miRNA
CTA-113A6.2	TEC
AC004125.3	lincRNA
CACNG3	protein_coding
SNORA1	snoRNA
RNU7-24P	snRNA
AC008938.1	miRNA
CTD-2313J23.1	lincRNA
RBBP6	protein_coding
CTD-2540M10.1	lincRNA
LINC01567	lincRNA
TNRC6A	protein_coding
CTD-2515A14.1	antisense
SLC5A11	protein_coding
ARHGAP17	protein_coding
RP11-266L9.1	processed_pseudogene
AC133552.1	miRNA
RP11-266L9.4	transcribed_unprocessed_pseudogene
RP11-266L9.5	lincRNA
SCML2P2	processed_pseudogene
RP11-266L9.6	unprocessed_pseudogene
LCMT1-AS1	lincRNA
RP11-266L9.3	processed_pseudogene
RP11-266L9.8	sense_intronic
LCMT1	protein_coding
LCMT1-AS2	antisense
RN7SL557P	misc_RNA
AQP8	protein_coding
ZKSCAN2	protein_coding
CTD-2547G23.2	antisense
CTD-2547G23.4	lincRNA
CTA-249B10.1	lincRNA
CYCSP39	processed_pseudogene
HS3ST4	protein_coding
RP11-185O21.1	processed_pseudogene
MIR548W	miRNA
RNA5SP405	rRNA
HMGN2P3	processed_pseudogene
HSPE1P16	processed_pseudogene
AC009158.1	lincRNA
AC130464.1	unprocessed_pseudogene
AC008756.1	miRNA
AC002331.1	lincRNA
RP11-142A12.1	lincRNA
AC009035.1	miRNA
C16orf82	lincRNA
RP11-673P17.2	antisense
EEF1A1P38	processed_pseudogene
RP11-673P17.4	lincRNA
KDM8	protein_coding
CTD-3203P2.1	antisense
NSMCE1	protein_coding
FLJ21408	antisense
CTD-3203P2.3	antisense
IL4R	protein_coding
IL21R	protein_coding
IL21R-AS1	antisense
GTF3C1	protein_coding
KIAA0556	protein_coding
AC002551.1	sense_intronic
AC016597.1	miRNA
CTD-2049O4.1	antisense
CTD-2049O4.2	sense_intronic
Y_RNA	misc_RNA
GSG1L	protein_coding
RNU6-159P	snRNA
RNU6-1241P	snRNA
XPO6	protein_coding
TPRKBP2	processed_pseudogene
AC136611.1	miRNA
SNORA25	snoRNA
RNY1P10	misc_RNA
RP11-159J3.1	processed_pseudogene
RP11-57A19.2	lincRNA
SBK1	protein_coding
RP11-57A19.6	unprocessed_pseudogene
NPIPB6	protein_coding
RP11-435I10.5	processed_pseudogene
EIF3CL	protein_coding
MIR6862-1	miRNA
RP11-435I10.3	processed_pseudogene
RP11-435I10.6	unprocessed_pseudogene
RP11-57A19.5	lincRNA
NPIPB7	protein_coding
RP11-435I10.4	protein_coding
CLN3	protein_coding
APOBR	protein_coding
IL27	protein_coding
NUPR1	protein_coding
RP11-666O2.1	processed_pseudogene
RP11-666O2.2	antisense
SGF29	protein_coding
SULT1A2	protein_coding
RP11-666O2.4	unprocessed_pseudogene
RP11-666O2.5	unprocessed_pseudogene
SULT1A1	protein_coding
NPIPB8	protein_coding
RP11-57A19.4	unprocessed_pseudogene
EIF3C	protein_coding
CDC37P1	processed_pseudogene
MIR6862-2	miRNA
RP11-1348G14.6	processed_pseudogene
NPIPB9	protein_coding
RP11-1348G14.7	unprocessed_pseudogene
RP11-1348G14.4	lincRNA
RP11-1348G14.1	processed_pseudogene
RP11-1348G14.5	antisense
RP11-1348G14.8	antisense
ATXN2L	protein_coding
RP11-24N18.1	antisense
TUFM	protein_coding
MIR4721	miRNA
SH2B1	protein_coding
RP11-22P6.2	antisense
ATP2A1	protein_coding
ATP2A1-AS1	antisense
SNORA43	snoRNA
RABEP2	protein_coding
CD19	protein_coding
NFATC2IP	protein_coding
RP11-264B17.2	antisense
MIR4517	miRNA
RP11-264B17.4	antisense
SPNS1	protein_coding
RP11-264B17.3	processed_transcript
AC109460.1	miRNA
LAT	protein_coding
RP11-264B17.5	antisense
CTB-134H23.2	unprocessed_pseudogene
CTB-134H23.3	transcribed_unprocessed_pseudogene
RRN3P2	transcribed_unprocessed_pseudogene
RP11-426C22.5	lincRNA
RP11-426C22.1	TEC
RP11-426C22.4	lincRNA
RP11-426C22.7	lincRNA
RP11-426C22.6	lincRNA
RP11-426C22.8	lincRNA
RP11-231C14.7	lincRNA
RP11-231C14.6	transcribed_unprocessed_pseudogene
SNX29P2	transcribed_unprocessed_pseudogene
RP11-231C14.8	unprocessed_pseudogene
NPIPB11	protein_coding
AC025279.1	miRNA
SMG1P6	unprocessed_pseudogene
BOLA2	protein_coding
RP11-345J4.5	protein_coding
RP11-345J4.6	unprocessed_pseudogene
SLX1B	protein_coding
SLX1B-SULT1A4	processed_transcript
SULT1A4	protein_coding
RP11-345J4.3	protein_coding
RP11-345J4.4	TEC
RP11-345J4.1	processed_pseudogene
RP11-231C14.5	unprocessed_pseudogene
RP11-231C14.4	protein_coding
AC133555.1	miRNA
SMG1P2	unprocessed_pseudogene
RP11-368N21.5	TEC
MIR3680-2	miRNA
SLC7A5P1	unprocessed_pseudogene
CA5AP1	unprocessed_pseudogene
RP11-368N21.1	processed_pseudogene
SPN	protein_coding
AC009133.22	protein_coding
QPRT	protein_coding
RN7SKP127	misc_RNA
C16orf54	protein_coding
AC009133.17	antisense
ZG16	protein_coding
KIF22	protein_coding
AC009133.21	antisense
MAZ	protein_coding
AC009133.15	antisense
AC009133.12	antisense
AC009133.24	processed_transcript
PRRT2	protein_coding
AC009133.23	protein_coding
PAGR1	protein_coding
CTD-2574D22.6	protein_coding
MVP	protein_coding
CDIPT	protein_coding
CTD-2574D22.7	antisense
CDIPT-AS1	antisense
SEZ6L2	protein_coding
ASPHD1	protein_coding
KCTD13	protein_coding
CTD-2574D22.3	TEC
CTD-2574D22.4	sense_intronic
CTD-2574D22.2	antisense
TMEM219	protein_coding
TAOK2	protein_coding
HIRIP3	protein_coding
INO80E	protein_coding
DOC2A	protein_coding
C16orf92	protein_coding
FAM57B	protein_coding
ALDOA	protein_coding
CTD-2515O10.5	antisense
PPP4C	protein_coding
TBX6	protein_coding
YPEL3	protein_coding
RP11-455F5.3	antisense
GDPD3	protein_coding
RP11-455F5.4	antisense
RP11-455F5.6	antisense
MAPK3	protein_coding
CORO1A	protein_coding
RP11-455F5.5	antisense
BOLA2B	protein_coding
SLX1A	protein_coding
SLX1A-SULT1A3	processed_transcript
SULT1A3	protein_coding
RP11-347C12.3	protein_coding
RP11-347C12.4	TEC
RP11-347C12.9	unprocessed_pseudogene
RP11-347C12.8	unprocessed_pseudogene
RP11-347C12.1	protein_coding
AC106782.1	miRNA
SMG1P5	transcribed_unprocessed_pseudogene
RP11-347C12.12	unprocessed_pseudogene
CD2BP2	protein_coding
RP11-347C12.10	lincRNA
TBC1D10B	protein_coding
RP11-347C12.11	antisense
MYLPF	protein_coding
ZNF48	protein_coding
SEPT1	protein_coding
RP11-297C4.6	TEC
ZNF771	protein_coding
SNORA42	snoRNA
DCTPP1	protein_coding
SEPHS2	protein_coding
Y_RNA	misc_RNA
ITGAL	protein_coding
RP11-297C4.2	antisense
RP11-297C4.3	antisense
RNU7-61P	snRNA
RP11-297C4.1	antisense
MIR4518	miRNA
ZNF768	protein_coding
AC002310.11	protein_coding
AC002310.14	TEC
ZNF747	protein_coding
AC002310.13	protein_coding
AC002310.12	antisense
AC002310.10	unprocessed_pseudogene
ZNF764	protein_coding
ZNF688	protein_coding
AC002310.7	antisense
ZNF785	protein_coding
RP11-146F11.5	antisense
AC002310.17	processed_pseudogene
ZNF689	protein_coding
RP11-146F11.4	transcribed_processed_pseudogene
RP11-146F11.3	processed_pseudogene
RP11-146F11.2	processed_pseudogene
PRR14	protein_coding
FBRS	protein_coding
AC093249.1	miRNA
RNU6-416P	snRNA
RP11-146F11.1	antisense
SRCAP	protein_coding
RNU6-1043P	snRNA
RP11-2C24.9	protein_coding
SNORA30	snoRNA
TMEM265	protein_coding
RP11-2C24.4	processed_transcript
PHKG2	protein_coding
CCDC189	protein_coding
RNF40	protein_coding
RP11-2C24.3	TEC
ZNF629	protein_coding
Metazoa_SRP	misc_RNA
RP11-2C24.5	processed_pseudogene
RP11-2C24.7	lincRNA
BCL7C	protein_coding
MIR762HG	antisense
MIR4519	miRNA
AC106782.20	sense_overlapping
MIR762	miRNA
CTF1	protein_coding
CTF2P	unitary_pseudogene
FBXL19-AS1	antisense
FBXL19	protein_coding
AC135048.13	processed_transcript
ORAI3	protein_coding
RP11-1072A3.4	lincRNA
SETD1A	protein_coding
RP11-1072A3.3	TEC
HSD3B7	protein_coding
STX1B	protein_coding
STX4	protein_coding
RP11-196G11.2	lincRNA
RP11-196G11.6	lincRNA
ZNF668	protein_coding
AC135050.5	antisense
ZNF646	protein_coding
PRSS53	protein_coding
RP11-196G11.1	protein_coding
VKORC1	protein_coding
RP11-196G11.3	TEC
BCKDK	protein_coding
AC135050.1	miRNA
KAT8	protein_coding
RP11-196G11.4	sense_intronic
RP11-196G11.5	sense_intronic
RP11-388M20.2	antisense
PRSS8	protein_coding
PRSS36	protein_coding
RP11-388M20.7	processed_pseudogene
NDUFA3P6	processed_pseudogene
FUS	protein_coding
RP11-388M20.6	antisense
RP11-388M20.1	antisense
PYCARD	protein_coding
PYCARD-AS1	antisense
TRIM72	protein_coding
PYDC1	protein_coding
ITGAM	protein_coding
ITGAX	protein_coding
RP11-120K18.3	unprocessed_pseudogene
ITGAD	protein_coding
RP11-120K18.2	sense_overlapping
COX6A2	protein_coding
RP11-452L6.8	antisense
ZNF843	protein_coding
RP11-452L6.1	lincRNA
RP11-452L6.5	antisense
ARMC5	protein_coding
RP11-452L6.6	TEC
TGFB1I1	protein_coding
SLC5A2	protein_coding
AC026471.6	antisense
C16orf58	protein_coding
RP11-452L6.7	antisense
AHSP	protein_coding
CTD-2014E2.2	lincRNA
VN1R64P	unitary_pseudogene
CTD-2014E2.6	lincRNA
VN1R65P	unitary_pseudogene
FRG2KP	transcribed_unprocessed_pseudogene
CTD-2014E2.7	TEC
CSDAP1	processed_pseudogene
ZNF720P1	processed_pseudogene
VN1R66P	unprocessed_pseudogene
RBM22P12	processed_pseudogene
CTD-2358C21.2	processed_pseudogene
CTD-2358C21.3	lincRNA
CLUHP3	transcribed_unprocessed_pseudogene
CTD-2358C21.5	lincRNA
CTD-2358C21.4	antisense
ZNF720	protein_coding
AC002519.8	sense_intronic
VN1R67P	unitary_pseudogene
AC002519.6	transcribed_processed_pseudogene
VN1R3	unitary_pseudogene
RBM22P13	processed_pseudogene
RP11-170L3.2	processed_pseudogene
ZNF267	protein_coding
RP11-170L3.4	processed_pseudogene
RP11-170L3.5	processed_pseudogene
RP11-170L3.7	processed_pseudogene
RP11-170L3.6	processed_pseudogene
RP11-1166P10.1	transcribed_unprocessed_pseudogene
RP11-1166P10.6	transcribed_processed_pseudogene
IGHV1OR16-1	IG_V_pseudogene
RP11-1166P10.8	unprocessed_pseudogene
IGHV1OR16-3	IG_V_pseudogene
IGHV3OR16-9	IG_V_gene
HERC2P4	transcribed_unprocessed_pseudogene
RP11-1166P10.7	processed_pseudogene
RP11-56L13.3	TEC
RP11-17M15.1	lincRNA
RP11-56L13.4	transcribed_processed_pseudogene
ABHD17AP8	unprocessed_pseudogene
RP11-56L13.6	processed_pseudogene
RP11-56L13.7	antisense
TP53TG3D	protein_coding
RP11-56L13.1	lincRNA
RP11-1292F20.1	processed_pseudogene
RP11-17M15.2	transcribed_processed_pseudogene
RP11-17M15.4	unprocessed_pseudogene
ACTR3BP3	processed_pseudogene
RP11-626K17.5	unprocessed_pseudogene
PABPC1P13	processed_pseudogene
RP11-626K17.3	lincRNA
RP11-626K17.2	processed_pseudogene
ABCD1P3	unprocessed_pseudogene
RP11-652G5.1	transcribed_unprocessed_pseudogene
RP11-652G5.2	unprocessed_pseudogene
RP11-96K14.1	processed_pseudogene
RP11-586K12.11	lincRNA
RP11-586K12.13	transcribed_processed_pseudogene
RP11-586K12.10	lincRNA
TP53TG3	protein_coding
RP11-586K12.8	antisense
RP11-586K12.7	processed_pseudogene
ABHD17AP7	unprocessed_pseudogene
RP11-586K12.4	lincRNA
RP11-586K12.5	processed_pseudogene
HERC2P5	transcribed_unprocessed_pseudogene
RP11-67H24.3	TEC
RP11-586K12.2	TEC
RP11-586K12.1	TEC
RP11-67H24.2	lincRNA
RP11-67H24.1	processed_pseudogene
RP11-989E6.1	processed_pseudogene
IGHV2OR16-5	IG_V_gene
BCAP31P2	unprocessed_pseudogene
SLC6A10P	transcribed_unprocessed_pseudogene
RP11-989E6.3	lincRNA
IGHV3OR16-15	IG_V_pseudogene
IGHV3OR16-6	IG_V_pseudogene
RP11-989E6.13	unprocessed_pseudogene
RP11-989E6.11	processed_pseudogene
RP11-19N8.2	transcribed_processed_pseudogene
IGHV1OR16-2	IG_V_pseudogene
IGHV3OR16-10	IG_V_gene
RP11-989E6.8	lincRNA
IGHV1OR16-4	IG_V_pseudogene
IGHV3OR16-8	IG_V_gene
RP11-19N8.4	lincRNA
RP11-19N8.3	processed_pseudogene
HERC2P8	transcribed_unprocessed_pseudogene
RP11-19N8.7	lincRNA
RP11-19N8.6	processed_pseudogene
ABHD17AP9	unprocessed_pseudogene
RP11-1437A8.2	processed_pseudogene
RP11-1437A8.3	antisense
TP53TG3C	protein_coding
RP11-1437A8.4	lincRNA
RP11-1437A8.6	lincRNA
TP53TG3E	protein_coding
RP11-1277H1.3	processed_pseudogene
TP53TG3B	protein_coding
RP11-1437A8.5	lincRNA
RP11-1437A8.7	processed_pseudogene
TP53TG3F	protein_coding
RP11-23E10.7	processed_pseudogene
RP11-23E10.5	processed_pseudogene
RP11-23E10.3	lincRNA
RP11-989E6.10	lincRNA
RP11-23E10.2	lincRNA
RP11-23E10.4	transcribed_unprocessed_pseudogene
RP11-293B20.2	unprocessed_pseudogene
BMS1P8	transcribed_unprocessed_pseudogene
RP11-104C4.6	unprocessed_pseudogene
ENPP7P13	processed_pseudogene
RP11-104C4.4	processed_pseudogene
IGHV3OR16-12	IG_V_gene
RP11-104C4.2	processed_pseudogene
IGHV3OR16-13	IG_V_gene
RP11-812E19.9	protein_coding
RP11-812E19.13	unprocessed_pseudogene
RP11-812E19.12	unprocessed_pseudogene
RP11-812E19.7	lincRNA
IGHV3OR16-11	IG_V_pseudogene
RP11-812E19.10	unprocessed_pseudogene
ARHGAP23P1	transcribed_unprocessed_pseudogene
IGHV3OR16-7	IG_V_pseudogene
RP11-812E19.5	unprocessed_pseudogene
IGHV3OR16-16	unprocessed_pseudogene
RP11-812E19.14	unprocessed_pseudogene
RP11-812E19.3	lincRNA
RP11-598D12.4	unprocessed_pseudogene
BCAP31P1	unprocessed_pseudogene
RP11-598D12.1	unprocessed_pseudogene
RP11-598D12.5	processed_pseudogene
RP11-598D12.2	processed_pseudogene
CTD-2522B17.8	processed_pseudogene
DUX4L45	processed_pseudogene
PCMTD1P2	processed_pseudogene
DUX4L46	processed_pseudogene
DUX4L47	processed_pseudogene
AC136932.2	miRNA
LINC00273	lincRNA
AC136932.1	miRNA
RNA5-8SP2	rRNA
BCLAF1P2	processed_pseudogene
CTD-2144E22.9	TEC
CTD-2144E22.8	lincRNA
CTD-2144E22.5	lincRNA
CTD-2144E22.6	lincRNA
CTD-2144E22.11	processed_pseudogene
CCNYL3	unprocessed_pseudogene
CLUHP11	unprocessed_pseudogene
NAMPTP3	processed_pseudogene
VPS35P1	unprocessed_pseudogene
VN1R68P	processed_pseudogene
VN1R69P	processed_pseudogene
RP11-244B22.11	lincRNA
RP11-244B22.10	TEC
UBE2MP1	processed_pseudogene
SLC25A1P4	processed_pseudogene
RP11-488I20.9	lincRNA
RP11-244B22.7	processed_pseudogene
RP11-244B22.6	lincRNA
TP53TG3GP	processed_pseudogene
RP11-488I20.8	lincRNA
AC023824.1	miRNA
RARRES2P5	processed_pseudogene
FGFR3P5	unprocessed_pseudogene
FRG2JP	unprocessed_pseudogene
RARRES2P6	processed_pseudogene
AGGF1P8	processed_pseudogene
FRG2HP	unprocessed_pseudogene
RARRES2P9	processed_pseudogene
AGGF1P9	processed_pseudogene
C2orf69P4	processed_pseudogene
LINC01566	lincRNA
FRG2GP	unprocessed_pseudogene
AGGF1P4	processed_pseudogene
FRG2IP	unprocessed_pseudogene
RARRES2P7	processed_pseudogene
AGGF1P5	processed_pseudogene
C2orf69P3	processed_pseudogene
RP11-80F22.16	unprocessed_pseudogene
ZNF971P	transcribed_processed_pseudogene
FRG2DP	transcribed_unprocessed_pseudogene
RARRES2P10	processed_pseudogene
AGGF1P6	processed_pseudogene
RP11-80F22.14	lincRNA
C2orf69P2	processed_pseudogene
RP11-80F22.4	lincRNA
RP11-80F22.15	lincRNA
TP53TG3HP	transcribed_processed_pseudogene
RP11-80F22.8	processed_pseudogene
RARRES2P8	processed_pseudogene
AGGF1P7	processed_pseudogene
C2orf69P1	processed_pseudogene
C1QL1P1	processed_pseudogene
KIF18BP1	unprocessed_pseudogene
RP11-14K3.7	lincRNA
RP11-352B15.5	processed_pseudogene
RNA5SP406	rRNA
RNA5SP407	rRNA
RNA5SP408	rRNA
RNA5SP409	rRNA
FLJ26245	lincRNA
RNA5SP410	rRNA
RNA5SP411	rRNA
RNA5SP412	rRNA
RNA5SP413	rRNA
RNA5SP414	rRNA
RNA5SP415	rRNA
RNA5SP416	rRNA
RNA5SP417	rRNA
RNA5SP418	rRNA
RNA5SP419	rRNA
RNA5SP420	rRNA
RNA5SP421	rRNA
RNA5SP422	rRNA
RNA5SP423	rRNA
RP11-352B15.2	lincRNA
HMGN2P41	processed_pseudogene
VN1R70P	processed_pseudogene
RP11-43P5.1	processed_pseudogene
RP11-43P5.3	TEC
PPP1R1AP2	processed_pseudogene
ANKRD26P1	transcribed_unprocessed_pseudogene
RNU6-845P	snRNA
RP11-46D6.5	processed_pseudogene
RP11-46D6.4	unprocessed_pseudogene
SHCBP1	protein_coding
